,Date_Time,BO,BH,BL,BC
2217,2013-10-30,1.3746708333333333,1.3755029166666668,1.3739091666666665,1.374575
2218,2013-10-31,1.3655204166666668,1.3660987500000001,1.3642262499999998,1.3649233333333337
2219,2013-11-01,1.3524139130434782,1.3528986956521738,1.351254347826087,1.3520369565217387
2220,2013-11-04,1.3501970833333334,1.3508529166666667,1.34950375,1.3502925000000001
2221,2013-11-05,1.3487712499999998,1.3493533333333332,1.3480154166666667,1.348595416666667
2222,2013-11-06,1.3507449999999996,1.3516941666666666,1.3501254166666665,1.3509383333333334
2223,2013-11-07,1.3460387500000006,1.3472258333333336,1.3444841666666667,1.3455875000000004
2224,2013-11-08,1.3390674999999999,1.339805,1.3378929166666669,1.3388270833333333
2225,2013-11-11,1.3385983333333333,1.3393208333333335,1.3381775000000002,1.3388541666666665
2226,2013-11-12,1.341045,1.3420137500000002,1.3402637499999999,1.34117875
2227,2013-11-13,1.3440191666666665,1.3451199999999996,1.3431295833333332,1.3442166666666664
2228,2013-11-14,1.3458883333333336,1.34672625,1.3450191666666667,1.3457245833333336
2229,2013-11-15,1.346550416666667,1.3473495833333333,1.3460283333333332,1.3467020833333334
2230,2013-11-18,1.3502425,1.3509799999999998,1.3497424999999998,1.3503316666666665
2231,2013-11-19,1.3516091666666668,1.3527150000000001,1.3509804166666664,1.3518720833333333
2232,2013-11-20,1.3506850000000001,1.3513899999999996,1.3494808333333335,1.3501370833333333
2233,2013-11-21,1.3444179166666668,1.3454875,1.3435691666666667,1.3445858333333334
2234,2013-11-22,1.350905,1.3518974999999998,1.3504820833333333,1.3512729166666666
2235,2013-11-25,1.3525937500000003,1.3530970833333331,1.351817083333333,1.3525204166666667
2236,2013-11-26,1.3546858333333336,1.3554374999999999,1.3540916666666665,1.3548229166666665
2237,2013-11-27,1.3580116666666664,1.3587437500000001,1.3573358333333332,1.358039166666667
2238,2013-11-28,1.3590495833333331,1.3596704166666662,1.3586354166666663,1.359177083333333
2239,2013-11-29,1.3603908333333337,1.3609779166666665,1.3596700000000002,1.3603387500000002
